4	4	3	387
4	4	4	1000
4	4	5	1000
4	4	6	1000
4	4	7	1000
5	0	0	432
5	0	1	434
5	0	2	433
5	0	3	435
5	0	4	440
5	0	5	437
5	0	6	438
5	0	7	436
5	1	0	480
5	1	1	442
5	1	2	441
5	1	3	443
5	1	4	439
5	1	5	482
5	1	6	481
5	1	7	483
5	2	0	448
5	2	1	445
5	2	2	446
5	2	3	444
5	2	4	488
5	2	5	485
5	2	6	486
5	2	7	484
5	3	0	528
5	3	1	450
5	3	2	449
5	3	3	451
5	3	4	447
5	3	5	490
5	3	6	489
5	3	7	491
5	4	0	487
5	4	1	530
5	4	2	529
5	4	3	531
5	4	4	1000
5	4	5	1000
5	4	6	1000
5	4	7	1000
6	0	0	680
6	0	1	677
6	0	2	678
6	0	3	676
6	0	4	24
6	0	5	21
6	0	6	22
6	0	7	20
6	1	0	64
6	1	1	61
6	1	2	62
6	1	3	60
6	1	4	104
6	1	5	101
6	1	6	102
6	1	7	25
6	2	0	27
6	2	1	23
6	2	2	66
6	2	3	65
6	2	4	67
6	2	5	63
6	2	6	106
6	2	7	105
6	3	0	107
6	3	1	103
6	3	2	170
6	3	3	28
6	3	4	72
6	3	5	69
6	3	6	70
6	3	7	68
6	4	0	112
6	4	1	109
6	4	2	110
6	4	3	108
6	4	4	176
6	4	5	173
6	4	6	174
6	4	7	1000
7	0	0	100
7	0	1	168
7	0	2	165
7	0	3	166
7	0	4	164
7	0	5	208
7	0	6	205
7	0	7	206
7	1	0	204
7	1	1	248
7	1	2	245
7	1	3	246
7	1	4	244
7	1	5	312
7	1	6	309
7	1	7	169
7	2	0	171
7	2	1	167
7	2	2	210
7	2	3	209
7	2	4	211
7	2	5	207
7	2	6	250
7	2	7	249
7	3	0	251
7	3	1	247
7	3	2	314
7	3	3	313
7	3	4	172
7	3	5	216
7	3	6	213
7	3	7	214
7	4	0	212
7	4	1	256
7	4	2	253
7	4	3	254
7	4	4	252
7	4	5	320
7	4	6	317
7	4	7	1000
8	0	0	310
8	0	1	308
8	0	2	352
8	0	3	349
8	0	4	350
8	0	5	348
8	0	6	392
8	0	7	389
8	1	0	390
8	1	1	388
8	1	2	456
8	1	3	453
8	1	4	454
8	1	5	452
8	1	6	496
8	1	7	351
8	2	0	394
8	2	1	393
8	2	2	395
8	2	3	391
8	2	4	458
8	2	5	457
8	2	6	459
8	2	7	455
8	3	0	498
8	3	1	497
8	3	2	499
8	3	3	397
8	3	4	398
8	3	5	396
8	3	6	464
8	3	7	461
8	4	0	462
8	4	1	460
8	4	2	504
8	4	3	501
8	4	4	502
8	4	5	500
8	4	6	544
8	4	7	1000
9	0	0	493
9	0	1	494
9	0	2	492
9	0	3	536
9	0	4	533
9	0	5	534
9	0	6	532
9	0	7	600
9	1	0	597
9	1	1	598
9	1	2	596
9	1	3	640
9	1	4	637
9	1	5	638
9	1	6	636
9	1	7	495
9	2	0	538
9	2	1	537
9	2	2	539
9	2	3	535
9	2	4	602
9	2	5	601
9	2	6	603
9	2	7	599
9	3	0	642
9	3	1	641
9	3	2	643
9	3	3	639
9	3	4	541
9	3	5	542
9	3	6	540
9	3	7	608
9	4	0	605
9	4	1	606
9	4	2	604
9	4	3	648
9	4	4	645
9	4	5	646
9	4	6	644
9	4	7	1000
10	0	0	74
10	0	1	73
10	0	2	75
10	0	3	71
10	0	4	114
10	0	5	113
10	0	6	115
10	0	7	111
10	1	0	178
10	1	1	177
10	1	2	179
10	1	3	175
10	1	4	80
10	1	5	77
10	1	6	78
10	1	7	76
10	2	0	120
10	2	1	117
10	2	2	118
10	2	3	116
10	2	4	184
10	2	5	181
10	2	6	182
10	2	7	180
10	3	0	41
10	3	1	43
10	3	2	39
10	3	3	82
10	3	4	81
10	3	5	83
10	3	6	79
10	3	7	122
10	4	0	121
10	4	1	123
10	4	2	119
10	4	3	186
10	4	4	185
10	4	5	187
10	4	6	183
10	4	7	1000
11	0	0	218
11	0	1	217
11	0	2	219
11	0	3	215
11	0	4	258
11	0	5	257
11	0	6	259
11	0	7	255
11	1	0	322
11	1	1	321
11	1	2	323
11	1	3	224
11	1	4	221
11	1	5	222
11	1	6	220
11	1	7	264
11	2	0	261
11	2	1	262
11	2	2	260
11	2	3	328
11	2	4	325
11	2	5	326
11	2	6	324
11	2	7	368
11	3	0	226
11	3	1	225
11	3	2	227
11	3	3	223
11	3	4	266
11	3	5	265
11	3	6	267
11	3	7	263
11	4	0	330
11	4	1	329
11	4	2	331
11	4	3	327
11	4	4	370
11	4	5	369
11	4	6	371
11	4	7	1000
12	0	0	403
12	0	1	399
12	0	2	466
12	0	3	465
12	0	4	467
12	0	5	463
12	0	6	506
12	0	7	505
12	1	0	507
12	1	1	503
12	1	2	546
12	1	3	545
12	1	4	406
12	1	5	404
12	1	6	472
12	1	7	469
12	2	0	470
12	2	1	468
12	2	2	512
12	2	3	509
12	2	4	510
12	2	5	508
12	2	6	552
12	2	7	549
12	3	0	367
12	3	1	410
12	3	2	409
12	3	3	411
12	3	4	407
12	3	5	474
12	3	6	473
12	3	7	475
12	4	0	471
12	4	1	514
12	4	2	513
12	4	3	515
12	4	4	511
12	4	5	554
12	4	6	553
12	4	7	1000
13	0	0	547
13	0	1	543
13	0	2	610
13	0	3	609
13	0	4	611
13	0	5	607
13	0	6	650
13	0	7	649
13	1	0	651
13	1	1	647
13	1	2	690
13	1	3	550
13	1	4	548
13	1	5	616
13	1	6	613
13	1	7	614
13	2	0	612
13	2	1	656
13	2	2	653
13	2	3	654
13	2	4	652
13	2	5	696
13	2	6	693
13	2	7	694
13	3	0	555
13	3	1	551
13	3	2	618
13	3	3	617
13	3	4	619
13	3	5	615
13	3	6	658
13	3	7	657
13	4	0	659
13	4	1	655
13	4	2	698
13	4	3	697
13	4	4	699
13	4	5	695
13	4	6	42
13	4	7	1000
14	0	0	45
14	0	1	46
14	0	2	44
14	0	3	88
14	0	4	85
14	0	5	86
14	0	6	84
14	0	7	128
14	1	0	125
14	1	1	126
14	1	2	124
14	1	3	47
14	1	4	90
14	1	5	89
14	1	6	91
14	1	7	87
14	2	0	130
14	2	1	129
14	2	2	131
14	2	3	127
14	2	4	93
14	2	5	94
14	2	6	92
14	2	7	136
14	3	0	133
14	3	1	134
14	3	2	132
14	3	3	95
14	3	4	138
14	3	5	137
14	3	6	139
14	3	7	135
14	4	0	141
14	4	1	142
14	4	2	140
14	4	3	143
14	4	4	1000
14	4	5	1000
14	4	6	1000
14	4	7	1000
15	0	0	189
15	0	1	190
15	0	2	188
15	0	3	232
15	0	4	229
15	0	5	230
15	0	6	228
15	0	7	272
15	1	0	269
15	1	1	270
15	1	2	268
15	1	3	191
15	1	4	234
15	1	5	233
15	1	6	235
15	1	7	231
15	2	0	274
15	2	1	273
15	2	2	275
15	2	3	271
15	2	4	237
15	2	5	238
15	2	6	236
15	2	7	280
15	3	0	277
15	3	1	278
15	3	2	276
15	3	3	239
15	3	4	282
15	3	5	281
15	3	6	283
15	3	7	279
15	4	0	285
15	4	1	286
15	4	2	284
15	4	3	287
15	4	4	1000
15	4	5	1000
15	4	6	1000
15	4	7	1000
16	0	0	333
16	0	1	334
16	0	2	332
16	0	3	376
16	0	4	373
16	0	5	374
16	0	6	372
16	0	7	416
16	1	0	413
16	1	1	414
16	1	2	412
16	1	3	335
16	1	4	378
16	1	5	377
16	1	6	379
16	1	7	375
16	2	0	418
16	2	1	417
16	2	2	419
16	2	3	415
16	2	4	381
16	2	5	382
16	2	6	380
16	2	7	424
16	3	0	421
16	3	1	422
16	3	2	420
16	3	3	383
16	3	4	426
16	3	5	425
16	3	6	427
16	3	7	423
16	4	0	429
16	4	1	430
16	4	2	428
16	4	3	431
16	4	4	1000
16	4	5	1000
16	4	6	1000
16	4	7	1000
17	0	0	477
17	0	1	478
17	0	2	476
17	0	3	520
17	0	4	517
17	0	5	518
17	0	6	516
17	0	7	560
17	1	0	557
17	1	1	558
17	1	2	556
17	1	3	479
17	1	4	522
17	1	5	521
17	1	6	523
17	1	7	519
17	2	0	562
17	2	1	561
17	2	2	563
17	2	3	559
17	2	4	525
17	2	5	526
17	2	6	524
17	2	7	568
17	3	0	565
17	3	1	566
17	3	2	564
17	3	3	527
17	3	4	570
17	3	5	569
17	3	6	571
17	3	7	567
17	4	0	573
17	4	1	574
17	4	2	572
17	4	3	575
17	4	4	1000
17	4	5	1000
17	4	6	1000
17	4	7	1000
18	0	0	621
18	0	1	622
18	0	2	620
18	0	3	664
18	0	4	661
18	0	5	662
18	0	6	660
18	0	7	704
18	1	0	701
18	1	1	702
18	1	2	700
18	1	3	623
18	1	4	666
18	1	5	665
18	1	6	667
18	1	7	663
18	2	0	706
18	2	1	705
18	2	2	707
18	2	3	703
18	2	4	669
18	2	5	670
18	2	6	668
18	2	7	712
18	3	0	709
18	3	1	710
18	3	2	708
18	3	3	671
18	3	4	714
18	3	5	713
18	3	6	715
18	3	7	711
18	4	0	717
18	4	1	718
18	4	2	716
18	4	3	719
18	4	4	1000
18	4	5	1000
18	4	6	1000
18	4	7	1000
19	0	0	720
19	0	1	721
19	0	2	722
19	0	3	723
19	0	4	724
19	0	5	725
19	0	6	726
19	0	7	727
19	1	0	728
19	1	1	729
19	1	2	730
19	1	3	731
19	1	4	732
19	1	5	733
19	1	6	734
19	1	7	735
19	2	0	736
19	2	1	737
19	2	2	738
19	2	3	739
19	2	4	740
19	2	5	741
19	2	6	742
19	2	7	743
19	3	0	744
19	3	1	745
19	3	2	746
19	3	3	747
19	3	4	748
19	3	5	749
19	3	6	750
19	3	7	751
19	4	0	752
19	4	1	753
19	4	2	754
19	4	3	755
19	4	4	756
19	4	5	757
19	4	6	758
19	4	7	759
